plate, mjd, fiber, FWHM_broad_Halpha, log_L_OIII_5007, log_L_narrow_Hbeta, EW_broad_Hbeta, EW_broad_FeII, EW_OIII_5007, r_mag, W1_mag, W2_mag, W3_mag, W4_mag, log_BH_mass, log_L_bol, log_Eddington_ratio 
778.0, 52337.0, 608.0, 2910.7, 41.6, 40.65, 30.8, 13.0, 18.9, 18.673, nan, nan, nan, nan, 8.55, 45.018, -1.63 
389.0, 51795.0, 422.0, 3708.2, 41.4, 40.95, 42.5, 50.1, 9.8, 18.775, nan, nan, nan, nan, 8.47, 45.114, -1.45 
1459.0, 53117.0, 78.0, 7226.4, 42.2, 41.14, 73.7, 25.1, 40.6, 18.201, nan, nan, nan, nan, 9.15, 45.234, -2.02 
437.0, 51869.0, 536.0, 3677.3, 41.7, 39.99, 49.5, 6.9, 10.1, 18.469, 13.626, 12.784, 10.276, 7.958, 8.41, 45.382, -1.12 
352.0, 51789.0, 535.0, 4454.0, 41.6, 40.66, 29.7, 13.6, 9.8, 18.384, nan, nan, nan, nan, 8.64, 45.279, -1.46 
2356.0, 53786.0, 16.0, 2762.5, 41.7, 40.88, 32.5, 20.2, 12.9, 18.074, nan, nan, nan, nan, 8.76, 45.287, -1.57 
2170.0, 53875.0, 379.0, 3844.2, 41.4, nan, 58.7, 29.3, 10.3, 18.22, 13.7, 12.745, 10.201, 8.568, 8.3, 45.082, -1.32 
812.0, 52352.0, 278.0, 4623.4, 42.4, 41.33, 30.7, 13.8, 82.5, 18.244, 13.68, 12.829, 9.979, 7.287, 9.36, 45.167, -2.29 
2168.0, 53886.0, 484.0, 6827.9, 43.0, 42.01, 91.4, nan, 30.3, 15.596, 11.474, 10.453, 8.134, 5.898, 9.07, 46.169, -1.0 
445.0, 51873.0, 151.0, 2556.0, 41.9, 40.82, 40.4, 25.7, 19.5, 18.281, 13.414, 12.462, 9.073, 6.758, 8.13, 45.251, -0.98 
815.0, 52374.0, 519.0, 2085.6, 41.5, 40.9, 36.5, 53.8, 11.1, 18.42, 13.935, 13.024, 10.383, 7.915, 7.47, 45.149, -0.42 
2572.0, 54056.0, 415.0, 4713.8, 42.5, 41.41, 78.0, 3.8, 69.8, 18.35, 12.994, 11.973, 9.527, 6.814, 8.72, 45.325, -1.5 
2017.0, 53474.0, 168.0, 4579.9, 42.3, 41.29, 59.6, 12.7, 86.1, 18.217, nan, nan, nan, nan, 8.5, 45.03, -1.57 
2593.0, 54175.0, 499.0, 3237.5, 42.1, 41.01, 79.3, 21.4, 48.6, 18.371, nan, nan, nan, nan, 8.27, 45.072, -1.3 
789.0, 52342.0, 212.0, 3955.8, 41.6, nan, 35.9, 28.6, 7.2, 17.817, nan, nan, nan, nan, 8.38, 45.412, -1.07 
1804.0, 53886.0, 238.0, 5664.3, 42.4, 41.37, 46.5, 7.3, 44.7, 18.071, nan, nan, nan, nan, 8.9, 45.391, -1.61 
1284.0, 52736.0, 230.0, 1438.8, 41.2, 41.05, 41.2, 57.4, 3.6, 18.26, nan, nan, nan, nan, 7.48, 45.282, -0.29 
527.0, 52342.0, 33.0, 4110.9, 41.9, 40.7, 39.3, 4.0, 28.4, 18.26, nan, nan, nan, nan, 8.59, 45.163, -1.53 
488.0, 51914.0, 547.0, 3141.3, 41.5, 40.94, 19.5, 2.9, 14.5, 18.606, 14.285, 13.307, 10.023, 7.693, 8.64, 44.994, -1.75 
1211.0, 52964.0, 496.0, 4634.7, 42.6, 41.43, 106.3, 15.5, 123.6, 17.168, 12.565, 11.54, 8.567, 5.9, 8.58, 45.202, -1.48 
1690.0, 53475.0, 562.0, 3388.3, 41.6, 41.18, 53.0, 36.3, 11.3, 18.095, 12.843, 11.999, 9.514, 7.217, 8.72, 45.243, -1.57 
831.0, 52294.0, 169.0, 4063.9, 41.5, nan, 56.9, 30.3, 11.7, 17.977, 13.183, 12.131, 9.402, 7.079, 8.19, 45.119, -1.17 
829.0, 52296.0, 73.0, 3481.9, 41.6, 40.23, 52.5, 25.1, 15.9, 18.717, 13.816, 12.947, 10.301, 7.782, 8.39, 45.082, -1.41 
664.0, 52174.0, 327.0, 3184.6, 41.8, 40.84, 36.2, 14.8, 21.7, 18.356, nan, nan, nan, nan, 8.29, 45.151, -1.24 
2575.0, 54085.0, 245.0, 3514.9, 42.6, 41.8, 81.0, 34.7, 36.6, 16.948, nan, nan, nan, nan, 8.85, 45.74, -1.21 
405.0, 51816.0, 458.0, 4471.0, 42.7, 41.63, 103.7, nan, 134.5, 17.332, 13.05, 12.036, 9.019, 6.281, 8.93, 45.273, -1.76 
484.0, 51907.0, 449.0, 2631.2, 41.8, 40.84, 42.1, 24.4, 40.4, 18.487, 13.426, 12.805, 9.862, 7.546, 8.09, 44.907, -1.29 
382.0, 51816.0, 190.0, 3075.1, 42.1, 41.22, 61.8, 20.1, 45.8, 18.617, nan, nan, nan, nan, 8.39, 45.086, -1.41 
437.0, 51869.0, 32.0, 2912.0, 42.1, 40.94, 78.9, 27.1, 67.2, 18.25, 13.973, 12.968, 9.992, 7.263, 8.11, 44.964, -1.25 
1681.0, 53172.0, 118.0, 5136.2, 41.3, 40.74, 55.2, 33.6, 5.9, 18.77, 13.618, 12.705, 10.167, 8.602, 8.66, 45.15, -1.61 
632.0, 52071.0, 208.0, 4186.5, 42.3, 41.07, 56.7, nan, 86.0, 18.221, 14.082, 12.933, 9.599, 6.992, 8.41, 45.06, -1.45 
2273.0, 53709.0, 35.0, 1506.9, 41.9, 41.18, 61.6, 25.9, 20.1, 17.994, 13.397, 12.208, 9.178, 6.689, 7.55, 45.268, -0.38 
986.0, 52443.0, 274.0, 4263.1, 42.2, 41.11, 77.8, 33.3, 50.0, 18.365, nan, nan, nan, nan, 8.4, 45.149, -1.35 
928.0, 52578.0, 121.0, 3237.9, 41.6, 40.86, 25.0, 6.4, 15.2, 18.789, 13.706, 12.883, 10.011, 7.523, 8.46, 45.127, -1.43 
1779.0, 53089.0, 348.0, 5072.9, 41.3, nan, 57.6, 17.7, 8.7, 18.93, 14.034, 13.207, 10.728, 8.422, 8.61, 45.059, -1.65 
2156.0, 54525.0, 193.0, 5934.4, 42.0, 40.98, 47.7, 32.2, 14.0, 18.113, 12.926, 11.949, 8.9, 6.444, 9.08, 45.484, -1.7 
1195.0, 52724.0, 282.0, 5259.1, 41.9, 41.17, 41.0, 17.3, 18.3, 18.362, nan, nan, nan, nan, 8.61, 45.255, -1.46 
1584.0, 52943.0, 553.0, 3817.4, 41.5, 40.48, 38.2, 5.2, 10.6, 18.622, 13.884, 13.037, 10.345, 8.298, 8.78, 45.118, -1.76 
1922.0, 53315.0, 78.0, 3482.4, 42.0, 40.92, 65.6, 5.3, 27.7, 18.809, 14.198, 13.398, 11.187, 8.634, 8.23, 45.19, -1.14 
1584.0, 52943.0, 124.0, 5700.5, 41.6, 40.63, 72.3, 20.1, 10.6, 16.647, 11.737, 10.729, 8.002, 5.885, 8.64, 45.248, -1.49 
717.0, 52468.0, 162.0, 2997.4, 42.4, 41.28, 72.3, 5.7, 66.6, 17.847, nan, nan, nan, nan, 8.03, 45.234, -0.89 
955.0, 52409.0, 208.0, 4557.1, 42.0, 40.86, 62.7, 38.6, 62.0, 18.995, nan, nan, nan, nan, 9.28, 44.916, -2.46 
650.0, 52143.0, 166.0, 5242.2, 42.4, 41.47, 71.4, nan, 48.5, 18.313, nan, nan, nan, nan, 8.83, 45.333, -1.6 
1316.0, 52790.0, 617.0, 4414.8, 42.3, 41.29, 69.1, 4.3, 59.2, 18.176, nan, nan, nan, nan, 8.81, 45.206, -1.71 
2101.0, 53858.0, 118.0, 4134.5, 41.8, 40.68, 41.9, 19.7, 16.4, 18.641, nan, nan, nan, nan, 8.67, 45.206, -1.56 
1610.0, 53144.0, 60.0, 1675.2, 41.7, 40.78, 52.1, 54.8, 9.9, 18.242, nan, nan, nan, nan, 7.59, 45.332, -0.36 
849.0, 52439.0, 590.0, 3424.7, 41.9, 41.17, 52.0, 8.7, 20.8, 17.885, nan, nan, nan, nan, 8.6, 45.196, -1.5 
333.0, 52313.0, 521.0, 7851.5, 41.5, 39.97, 43.4, 4.5, 12.9, 18.501, nan, nan, nan, nan, 8.72, 45.088, -1.73 
1221.0, 52751.0, 437.0, 5507.8, 41.4, 40.54, 51.0, 41.7, 11.1, 17.616, nan, nan, nan, nan, 8.86, 44.993, -1.97 
2095.0, 53474.0, 576.0, 2502.7, 42.4, 41.41, 56.3, 23.1, 73.3, 17.952, nan, nan, nan, nan, 8.67, 45.239, -1.53 
776.0, 52319.0, 206.0, 3677.5, 42.0, 40.83, 113.4, 13.6, 112.6, 18.426, nan, nan, nan, nan, 7.92, 44.617, -1.4 
1365.0, 53062.0, 261.0, 4532.1, 42.3, 41.28, 119.5, 2.5, 32.8, 17.31, nan, nan, nan, nan, 8.58, 45.433, -1.25 
273.0, 51957.0, 255.0, 3190.1, 41.9, 41.01, 51.7, 29.0, 21.7, 18.378, nan, nan, nan, nan, 8.25, 45.206, -1.14 
600.0, 52317.0, 153.0, 5250.7, 41.8, 40.67, 61.9, 14.4, 11.9, 17.411, nan, nan, nan, nan, 8.73, 45.367, -1.47 
2641.0, 54230.0, 284.0, 5764.8, 41.7, 40.92, 29.1, 17.0, 11.0, 17.53, nan, nan, nan, nan, 8.94, 45.298, -1.75 
959.0, 52411.0, 192.0, 4997.6, 42.3, 41.08, 82.9, 29.1, 87.1, 17.833, nan, nan, nan, nan, 8.64, 45.054, -1.68 
281.0, 51614.0, 562.0, 6802.3, 42.1, 41.07, 33.0, 14.9, 82.1, 17.362, nan, nan, nan, nan, 8.93, 44.852, -2.18 
1306.0, 52996.0, 62.0, 4424.5, 42.9, 41.78, 70.7, nan, 120.2, 17.917, nan, nan, nan, nan, 8.56, 45.506, -1.16 
1040.0, 52722.0, 476.0, 4987.7, 41.6, 40.72, 62.6, 42.2, 4.6, 17.945, nan, nan, nan, nan, 8.62, 45.567, -1.16 
625.0, 52145.0, 208.0, 4453.3, 41.6, 41.03, 23.9, 29.3, 7.9, 17.806, 12.906, 11.963, 8.846, 6.67, 8.47, 45.392, -1.17 
2105.0, 53472.0, 460.0, 6216.0, 41.8, 40.77, 95.6, 67.3, 13.6, 16.715, nan, nan, nan, nan, 8.78, 45.316, -1.56 
1298.0, 52964.0, 297.0, 4179.9, 41.9, 40.95, 152.0, 31.0, 59.1, 18.316, 13.511, 12.597, 10.327, 7.479, 8.38, 44.78, -1.7 
2284.0, 53708.0, 497.0, 7242.1, 42.3, 41.46, 86.4, 24.0, 50.7, 18.478, 13.13, 11.984, 9.16, 6.627, 8.74, 45.284, -1.55 
1739.0, 53050.0, 387.0, 4711.3, 42.5, 41.42, 78.7, 13.0, 104.5, 17.311, nan, nan, nan, nan, 8.61, 45.117, -1.59 
2508.0, 53875.0, 515.0, 5582.5, 41.6, 40.52, 73.4, 39.0, 11.0, 18.268, nan, nan, nan, nan, 8.6, 45.234, -1.46 
1877.0, 54464.0, 113.0, 4360.3, 41.3, 40.57, 42.4, 47.4, 12.5, 18.544, 14.039, 13.083, 10.68, 7.627, 8.62, 44.922, -1.8 
1354.0, 52814.0, 156.0, 1694.8, 41.3, 41.34, 38.7, 18.8, 10.1, 18.583, 13.461, 12.4, 10.059, 8.296, 7.54, 44.938, -0.7 
2787.0, 54552.0, 171.0, 3549.2, 41.8, 40.57, 41.1, 20.1, 23.9, 18.888, 14.678, 13.693, 10.961, 8.388, 8.42, 45.103, -1.41 
904.0, 52381.0, 409.0, 7021.4, 41.6, 39.91, 37.4, 46.1, 12.6, 17.679, nan, nan, nan, nan, 8.79, 45.171, -1.72 
313.0, 51673.0, 431.0, 2781.9, 42.2, 41.31, 61.1, 25.8, 78.8, 18.302, 14.159, 13.221, 10.242, 7.457, 8.52, 44.956, -1.66 
1999.0, 53503.0, 589.0, 3225.3, 41.8, 40.55, 97.4, 13.8, 18.2, 18.475, nan, nan, nan, nan, 8.01, 45.152, -0.96 
270.0, 51909.0, 537.0, 4715.8, 42.2, 40.55, 100.7, 56.2, 16.3, 16.113, nan, nan, nan, nan, 8.77, 45.612, -1.26 
604.0, 52079.0, 90.0, 5508.2, 41.8, 40.76, 76.6, 16.7, 48.1, 16.859, nan, nan, nan, nan, 8.6, 44.818, -1.89 
992.0, 52644.0, 637.0, 1340.2, 40.1, 40.73, 33.9, 75.6, 0.5, 18.85, nan, nan, nan, nan, 7.31, 45.066, -0.34 
1696.0, 53116.0, 445.0, 1688.4, 41.5, 40.65, 29.4, 38.5, 7.3, 18.355, nan, nan, nan, nan, 7.79, 45.321, -0.57 
1344.0, 52792.0, 615.0, 5500.3, 41.9, 40.83, 90.4, 9.3, 21.8, 18.215, nan, nan, nan, nan, 8.66, 45.219, -1.54 
1943.0, 53386.0, 466.0, 5579.9, 41.5, 40.29, 118.5, 59.4, 9.5, 16.265, nan, nan, nan, nan, 8.63, 45.155, -1.57 
2418.0, 53794.0, 584.0, 3335.4, 42.4, 40.71, 64.8, 11.2, 99.1, 17.944, 13.267, 12.555, 9.768, 6.792, 7.92, 45.079, -0.94 
922.0, 52426.0, 252.0, 2042.2, 41.8, 40.27, 100.9, 28.9, 29.7, 18.829, 13.97, 12.883, 10.21, 7.6, 7.46, 44.962, -0.6 
1726.0, 53137.0, 566.0, 5633.5, 41.8, 40.84, 64.5, 17.2, 7.1, 16.687, 11.886, 10.833, 8.199, 6.414, 8.72, 45.651, -1.17 
1373.0, 53063.0, 434.0, 5422.9, 41.7, 40.89, 57.3, 23.7, 15.6, 17.915, nan, nan, nan, nan, 8.58, 45.183, -1.49 
2121.0, 54180.0, 631.0, 5040.3, 41.7, 40.58, 81.6, 44.3, 13.3, 18.151, nan, nan, nan, nan, 8.66, 45.205, -1.55 
530.0, 52026.0, 575.0, 5820.1, 41.9, 41.4, 126.0, 35.3, 35.1, 18.109, 13.094, 12.043, 9.14, 6.618, 8.68, 45.023, -1.76 
2126.0, 53794.0, 496.0, 5936.9, 42.1, 40.61, 62.2, 5.0, 25.4, 17.681, nan, nan, nan, nan, 8.7, 45.339, -1.47 
2145.0, 54212.0, 76.0, 4749.3, 41.6, 40.6, 46.6, 7.6, 14.2, 18.407, 13.857, 13.02, 10.047, 7.957, 8.59, 45.12, -1.57 
2200.0, 53875.0, 103.0, 2954.8, 41.3, 40.6, 45.0, 39.0, 8.8, 18.753, 13.764, 12.878, 10.135, 7.859, 8.39, 45.048, -1.44 
2217.0, 53794.0, 273.0, 7087.3, 41.5, 40.45, 52.5, 15.6, 12.6, 18.815, nan, nan, nan, nan, 8.81, 45.103, -1.81 
551.0, 51993.0, 290.0, 2639.8, 42.5, 41.64, 75.4, 6.0, 108.3, 18.045, 13.082, 12.145, 9.666, 7.328, 8.95, 45.133, -1.91 
528.0, 52022.0, 522.0, 5965.0, 40.9, 40.92, 18.6, 15.2, 3.1, 18.287, nan, nan, nan, nan, 8.91, 45.039, -1.98 
2204.0, 53877.0, 491.0, 2113.4, 42.6, 41.67, 94.8, nan, 111.1, 18.54, 14.096, 12.928, 10.115, 7.827, 8.73, 45.193, -1.63 
1987.0, 53765.0, 464.0, 6659.8, 41.7, 40.4, 59.7, 46.2, 7.6, 17.592, nan, nan, nan, nan, 8.9, 45.488, -1.52 
1811.0, 53533.0, 414.0, 5675.2, 41.4, 40.64, 109.1, 19.1, 18.0, 18.601, 13.141, 12.239, 9.887, 8.124, 8.62, 44.863, -1.86 
2289.0, 53708.0, 112.0, 5610.9, 42.1, nan, 107.3, 34.0, 10.2, 16.81, nan, nan, nan, nan, 8.87, 45.742, -1.23 
2651.0, 54507.0, 448.0, 3973.1, 41.6, 40.7, 29.6, 23.0, 14.5, 18.788, nan, nan, nan, nan, 8.74, 45.094, -1.75 
917.0, 52400.0, 55.0, 4903.5, 42.0, 41.04, 55.8, 25.4, 40.9, 19.069, 14.094, 13.326, 10.802, 8.337, 8.57, 45.11, -1.56 
2525.0, 54569.0, 539.0, 2901.9, 41.8, 41.12, 34.0, nan, 22.4, 18.434, 14.047, 13.073, 10.304, 7.749, 7.67, 45.098, -0.67 
1836.0, 54567.0, 296.0, 2140.4, 41.7, 41.02, 52.2, 9.7, 21.5, 18.751, 14.976, 14.14, 11.564, 8.429, 7.77, 44.985, -0.88 
608.0, 52081.0, 1.0, 9134.0, 41.8, 40.85, 30.1, 15.2, 22.4, 18.258, nan, nan, nan, nan, 8.26, 45.125, -1.23 
1874.0, 54452.0, 211.0, 6089.7, 41.9, 41.21, 30.1, 11.4, 19.2, 18.458, 13.75, 12.99, 9.566, 7.33, 9.06, 45.288, -1.87 
1798.0, 53851.0, 410.0, 3362.9, 41.7, 40.8, 29.9, 6.0, 13.9, 18.795, nan, nan, nan, nan, 8.68, 45.243, -1.54 
1006.0, 52708.0, 229.0, 4905.8, 41.5, 40.61, 57.1, 26.5, 12.8, 18.505, nan, nan, nan, nan, 8.6, 45.101, -1.6 
622.0, 52054.0, 121.0, 5462.2, 41.7, 39.81, 98.2, 38.3, 13.9, 18.448, 13.664, 12.745, 10.551, 8.841, 8.61, 45.203, -1.51 
668.0, 52162.0, 540.0, 6075.7, 41.7, 40.96, 78.1, 11.7, 21.1, 18.373, 12.77, 11.874, 9.651, 7.851, 8.88, 45.088, -1.89 
872.0, 52339.0, 191.0, 4402.5, 41.5, 40.1, 64.4, 54.7, 8.8, 18.309, nan, nan, nan, nan, 8.47, 45.209, -1.36 
1786.0, 54450.0, 234.0, 4392.5, 42.2, 41.01, 51.2, 25.0, 59.6, 18.507, 12.443, 11.311, 8.145, 5.762, 8.54, 45.065, -1.58 
470.0, 51929.0, 139.0, 3271.5, 41.0, 40.7, 20.8, 14.9, 4.5, 18.961, nan, nan, nan, nan, 8.43, 45.065, -1.46 
376.0, 52143.0, 463.0, 3889.9, 41.8, 40.97, 70.2, 60.9, 20.8, 18.211, nan, nan, nan, nan, 8.31, 45.121, -1.29 
1597.0, 52999.0, 202.0, 5399.3, 41.9, 41.04, 176.1, 155.7, 23.5, 18.047, nan, nan, nan, nan, 8.63, 45.216, -1.51 
2511.0, 53882.0, 299.0, 3759.6, 41.8, 40.28, 58.6, 41.7, 16.4, 17.786, nan, nan, nan, nan, 8.93, 45.3, -1.73 
1696.0, 53116.0, 220.0, 4995.4, 41.3, nan, 99.8, 44.2, 10.7, 17.881, nan, nan, nan, nan, 8.46, 44.902, -1.66 
1318.0, 52781.0, 201.0, 4286.5, 41.9, 40.56, 55.2, 8.0, 20.1, 17.313, nan, nan, nan, nan, 8.81, 45.215, -1.7 
1458.0, 53119.0, 342.0, 6318.8, 42.3, 41.33, 33.1, 19.0, 81.8, 18.798, nan, nan, nan, nan, 8.86, 45.027, -1.93 
717.0, 52468.0, 532.0, 5990.8, 41.8, 41.09, 32.3, 14.6, 12.1, 18.27, nan, nan, nan, nan, 8.99, 45.413, -1.68 
2170.0, 53875.0, 602.0, 4103.6, 42.2, 41.28, 43.1, 29.8, 41.5, 18.823, 13.592, 12.769, 9.746, 7.355, 9.15, 45.215, -2.03 
273.0, 51957.0, 292.0, 4816.7, 41.9, 40.69, 83.3, 28.6, 21.5, 18.047, nan, nan, nan, nan, 8.62, 45.193, -1.53 
2349.0, 53734.0, 590.0, 3306.1, 41.8, 40.72, 39.9, 14.7, 27.9, 18.458, nan, nan, nan, nan, 8.51, 45.075, -1.53 
606.0, 52365.0, 290.0, 4361.4, 42.3, 41.15, 59.5, 10.9, 83.8, 17.961, nan, nan, nan, nan, 8.91, 45.014, -2.0 
641.0, 52199.0, 264.0, 3414.4, 42.3, 41.31, 84.0, 5.2, 63.5, 18.251, nan, nan, nan, nan, 8.37, 45.203, -1.27 
1200.0, 52668.0, 338.0, 6029.0, 41.7, nan, 47.8, 8.5, 9.4, 17.18, 12.887, 11.941, 9.395, 7.073, 8.81, 45.358, -1.55 
828.0, 52317.0, 256.0, 5173.5, 42.3, 40.7, 99.2, 38.6, 22.0, 17.493, 12.826, 11.695, 8.941, 6.555, 8.71, 45.586, -1.23 
1986.0, 53475.0, 490.0, 6808.5, 41.0, nan, 58.9, 16.6, 4.2, 16.567, nan, nan, nan, nan, 8.62, 45.011, -1.71 
773.0, 52376.0, 292.0, 7589.6, 42.1, 40.66, 75.0, 30.5, 43.8, 17.76, 12.25, 11.307, 8.474, 5.918, 8.95, 45.112, -1.93 
386.0, 51788.0, 86.0, 4980.4, 42.4, 41.36, 105.4, 34.3, 23.6, 15.778, nan, nan, nan, nan, 8.81, 45.735, -1.18 
1788.0, 54468.0, 561.0, 4261.5, 40.8, 40.53, 27.2, 29.6, 2.6, 18.831, 13.68, 12.99, 10.404, 8.08, 8.5, 45.036, -1.56 
554.0, 52000.0, 96.0, 7544.8, 41.4, 40.48, 45.1, 15.3, 9.8, 18.893, 14.084, 13.338, 10.472, 8.216, 8.8, 45.119, -1.78 
2505.0, 53856.0, 331.0, 6183.5, 41.2, 40.65, 34.5, 6.5, 6.1, 18.632, nan, nan, nan, nan, 8.79, 45.118, -1.77 
725.0, 52258.0, 632.0, 5066.6, 42.9, 41.73, 81.8, 11.3, 166.1, 17.201, nan, nan, nan, nan, 8.99, 45.35, -1.74 
1050.0, 52721.0, 584.0, 5733.5, 41.4, nan, 63.3, 14.2, 14.3, 18.081, nan, nan, nan, nan, 8.5, 44.932, -1.67 
1944.0, 53385.0, 120.0, 6051.0, 41.9, 40.78, 73.0, 25.7, 10.3, 17.519, nan, nan, nan, nan, 8.86, 45.515, -1.45 
913.0, 52433.0, 407.0, 5519.7, 41.8, 40.9, 38.9, 11.9, 28.9, 17.896, 13.216, 12.441, 9.432, 6.762, 8.65, 45.005, -1.75 
602.0, 52072.0, 22.0, 5823.8, 41.8, 40.86, 61.3, 5.4, 18.5, 18.494, nan, nan, nan, nan, 8.68, 45.177, -1.6 
1450.0, 53120.0, 141.0, 5350.9, 42.4, 41.58, 72.8, 36.8, 140.8, 18.103, nan, nan, nan, nan, 9.14, 44.987, -2.25 
1624.0, 53386.0, 56.0, 3661.9, 42.4, 41.47, 54.1, 13.5, 89.9, 17.777, nan, nan, nan, nan, 8.94, 45.121, -1.92 
2142.0, 54208.0, 292.0, 3948.2, 41.2, 40.69, 39.3, 21.1, 4.8, 18.588, 14.103, 13.393, 10.51, 8.843, 8.34, 45.153, -1.29 
1721.0, 53857.0, 50.0, 5909.6, 41.9, 41.17, 50.3, 11.7, 22.5, 18.238, 13.825, 12.907, 9.977, 7.521, 8.75, 45.234, -1.62 
1351.0, 52790.0, 492.0, 7799.3, 42.4, 41.2, 71.2, 38.7, 34.6, 17.567, 12.446, 11.278, 8.181, 5.603, 9.0, 45.51, -1.59 
1972.0, 53466.0, 375.0, 5296.8, 41.8, 40.87, 72.2, 13.9, 15.9, 18.103, nan, nan, nan, nan, 8.6, 45.3, -1.4 
1165.0, 52703.0, 201.0, 5113.0, 41.6, 40.96, 31.9, 4.6, 13.2, 18.869, nan, nan, nan, nan, 8.63, 45.148, -1.58 
1783.0, 53386.0, 128.0, 6459.2, 41.3, 40.59, 31.8, 15.0, 6.1, 18.679, 14.201, 13.408, 10.631, 8.273, 8.86, 45.164, -1.8 
513.0, 51989.0, 110.0, 4502.0, 41.9, 41.56, 86.1, 3.7, 11.1, 17.146, nan, nan, nan, nan, 8.83, 45.545, -1.38 
1215.0, 52725.0, 209.0, 8303.0, 42.6, 41.16, 100.1, 24.1, 169.0, 18.156, nan, nan, nan, nan, 7.53, 44.996, -0.63 
834.0, 52316.0, 488.0, 2610.0, 41.5, 40.87, 49.2, 58.4, 13.1, 18.746, 14.075, 13.113, 10.041, 7.891, 7.9, 45.04, -0.96 
2296.0, 53735.0, 426.0, 2918.4, 41.9, 40.71, 47.3, 23.8, 41.9, 18.393, nan, nan, nan, nan, 8.1, 44.99, -1.21 
1308.0, 53053.0, 230.0, 5893.5, 41.5, 40.93, 46.5, 27.7, 7.5, 17.705, nan, nan, nan, nan, 8.94, 45.333, -1.71 
1776.0, 53858.0, 28.0, 6502.4, 42.2, 40.96, 58.6, 8.2, 30.3, 17.797, nan, nan, nan, nan, 8.95, 45.34, -1.71 
512.0, 51992.0, 632.0, 5115.5, 42.2, 41.31, 105.7, 4.5, 31.0, 17.634, nan, nan, nan, nan, 8.72, 45.37, -1.45 
438.0, 51884.0, 384.0, 6131.6, 42.1, 40.67, 95.0, 32.5, 12.5, 16.157, 11.309, 10.327, 7.781, 5.615, 8.91, 45.623, -1.38 
2037.0, 53446.0, 114.0, 4394.9, 42.1, 40.95, 61.5, 18.8, 56.3, 18.479, nan, nan, nan, nan, 8.61, 45.018, -1.69 
1465.0, 53082.0, 30.0, 5881.8, 42.0, 40.59, 80.5, 22.1, 9.5, 17.083, nan, nan, nan, nan, 8.98, 45.638, -1.44 
1753.0, 53383.0, 411.0, 2503.5, 41.4, nan, 38.3, 49.8, 9.9, 18.879, nan, nan, nan, nan, 7.97, 45.066, -1.0 
561.0, 52295.0, 37.0, 4891.9, 41.9, 40.79, 111.9, 7.5, 32.2, 17.972, nan, nan, nan, nan, 8.64, 45.062, -1.68 
1594.0, 52992.0, 605.0, 5416.5, 42.4, 41.16, 106.5, 19.9, 48.4, 17.356, nan, nan, nan, nan, 8.73, 45.358, -1.47 
326.0, 52375.0, 201.0, 5457.0, 41.6, 39.86, 56.0, 44.9, 15.9, 18.543, nan, nan, nan, nan, 8.6, 45.071, -1.63 
1693.0, 53446.0, 425.0, 6879.3, 41.8, 40.58, 41.7, 16.4, 23.1, 18.565, 14.163, 13.5, 11.042, 8.166, 8.77, 45.099, -1.77 
1041.0, 52724.0, 440.0, 4820.4, 41.7, 41.09, 76.0, 9.0, 14.8, 18.335, nan, nan, nan, nan, 8.57, 45.238, -1.44 
1012.0, 52649.0, 216.0, 6204.0, 41.3, 39.45, 61.3, 9.1, 12.2, 18.551, nan, nan, nan, nan, 8.62, 44.898, -1.83 
2771.0, 54527.0, 451.0, 4454.2, 41.9, 40.83, 91.2, 26.0, 60.6, 18.249, nan, nan, nan, nan, 8.68, 44.761, -2.02 
1368.0, 53084.0, 555.0, 5100.4, 41.6, 40.13, 60.1, 27.7, 11.7, 18.056, nan, nan, nan, nan, 8.76, 45.226, -1.64 
972.0, 52435.0, 118.0, 5002.0, 41.4, 40.18, 52.5, 34.2, 8.8, 17.733, 12.564, 11.794, 9.012, 6.954, 8.63, 45.152, -1.58 
1567.0, 53172.0, 113.0, 7591.4, 42.6, 41.6, 58.1, 18.2, 107.6, 17.528, 10.972, 9.904, 6.825, 4.415, 9.16, 45.208, -2.05 
1972.0, 53466.0, 484.0, 5339.7, 42.7, 41.44, 103.8, 32.0, 145.4, 18.265, nan, nan, nan, nan, 8.44, 45.158, -1.38 
1695.0, 53473.0, 400.0, 6899.3, 42.2, 40.91, 74.7, 191.1, 28.3, 17.308, nan, nan, nan, nan, 8.91, 45.251, -1.76 
1750.0, 53358.0, 85.0, 5476.1, 41.2, nan, 35.2, 21.8, 5.6, 18.836, nan, nan, nan, nan, 8.54, 45.08, -1.56 
622.0, 52054.0, 231.0, 5194.0, 42.1, 40.88, 66.5, 10.3, 61.1, 18.347, 14.016, 13.09, 10.525, 8.015, 8.63, 45.028, -1.7 
1922.0, 53315.0, 210.0, 5103.7, 41.8, 40.49, 79.5, 35.0, 21.1, 18.501, 13.365, 12.25, 9.285, 7.102, 8.64, 45.155, -1.58 
2357.0, 53793.0, 388.0, 5004.5, 41.8, 41.0, 81.2, 59.5, 11.9, 17.819, nan, nan, nan, nan, 8.7, 45.431, -1.37 
354.0, 51792.0, 362.0, 4607.9, 41.9, 40.73, 56.9, 18.3, 27.6, 18.1, 13.833, 12.894, 9.85, 7.332, 8.74, 45.163, -1.68 
