plate, mjd, fiber, FWHM_broad_Halpha, log_L_OIII_5007, log_L_narrow_Hbeta, EW_broad_Hbeta, EW_broad_FeII, EW_OIII_5007, r_mag, W1_mag, W2_mag, W3_mag, W4_mag, log_BH_mass, log_L_bol, log_Eddington_ratio 
890.0, 52583.0, 48.0, 4357.9, 41.5, 40.39, 118.1, 88.1, 13.7, 18.822, 14.429, 13.592, 11.308, 8.055, 8.67, 44.992, -1.78 
1702.0, 53144.0, 80.0, 3490.1, 41.8, 40.48, 70.4, 29.0, 40.9, 18.32, 14.037, 13.2, 10.45, 7.555, 8.89, 44.872, -2.12 
1240.0, 52734.0, 444.0, 4820.6, 41.5, nan, 72.9, 24.2, 9.6, 18.682, nan, nan, nan, nan, 8.59, 45.202, -1.49 
1749.0, 53357.0, 102.0, 5888.1, 41.8, 40.43, 87.2, 7.7, 36.5, 18.158, nan, nan, nan, nan, 8.58, 44.88, -1.8 
2242.0, 54153.0, 454.0, 7052.3, 42.3, 41.12, 53.3, 22.5, 67.3, 18.715, nan, nan, nan, nan, 8.89, 45.15, -1.85 
2106.0, 53714.0, 232.0, 6190.9, 41.8, nan, 58.1, 10.0, 11.9, 18.506, nan, nan, nan, nan, 8.79, 45.393, -1.49 
364.0, 52000.0, 228.0, 4602.0, 41.4, 40.5, 58.4, 16.4, 7.0, 18.503, 13.565, 12.723, 10.183, 7.727, 8.6, 45.257, -1.44 
1436.0, 53054.0, 561.0, 5697.8, 41.6, 40.67, 70.0, 17.3, 22.2, 18.338, nan, nan, nan, nan, 8.76, 44.944, -1.92 
337.0, 51997.0, 30.0, 4749.9, 41.8, 40.61, 68.6, 25.5, 12.0, 18.361, nan, nan, nan, nan, 8.69, 45.356, -1.43 
1286.0, 52725.0, 384.0, 5897.9, 41.9, 40.91, 43.8, 4.3, 21.0, 18.111, nan, nan, nan, nan, 9.16, 45.269, -1.99 
1993.0, 53762.0, 142.0, 5978.6, 42.0, 39.76, 61.4, 19.3, 15.0, 17.756, nan, nan, nan, nan, 8.79, 45.474, -1.42 
2278.0, 53711.0, 324.0, 6416.1, 41.1, 40.3, 91.1, 52.0, 3.8, 17.931, 13.355, 12.296, 9.726, 7.518, 8.61, 45.221, -1.49 
441.0, 51868.0, 621.0, 5416.2, 41.5, 39.91, 80.0, 16.5, 14.5, 18.764, 14.446, 13.445, 10.86, 8.186, 8.58, 44.985, -1.7 
1366.0, 53063.0, 252.0, 5016.1, 42.0, 40.86, 82.6, 26.9, 30.3, 17.763, nan, nan, nan, nan, 8.68, 45.175, -1.6 
427.0, 51900.0, 276.0, 7077.4, 42.1, 41.08, 59.9, 3.8, 30.0, 18.254, 13.199, 12.311, 10.06, 7.665, 9.07, 45.242, -1.92 
1384.0, 53121.0, 291.0, 4602.1, 42.2, 40.85, 84.7, 19.2, 42.6, 17.706, 12.809, 11.999, 9.575, 7.163, 8.16, 45.193, -1.07 
1047.0, 52733.0, 355.0, 4009.4, 41.4, 40.23, 72.7, 30.9, 14.1, 17.538, nan, nan, nan, nan, 8.63, 44.94, -1.79 
1193.0, 52652.0, 427.0, 7204.4, 41.5, nan, 29.1, 20.7, 6.2, 18.448, nan, nan, nan, nan, 8.91, 45.368, -1.64 
2658.0, 54502.0, 154.0, 5215.1, 42.7, 41.6, 105.7, 0.8, 42.8, 17.56, nan, nan, nan, nan, 8.86, 45.692, -1.27 
2595.0, 54207.0, 150.0, 4807.0, 42.5, 41.5, 112.4, nan, 33.6, 17.042, nan, nan, nan, nan, 9.18, 45.672, -1.61 
455.0, 51909.0, 262.0, 7062.5, 41.3, 40.17, 56.9, 17.0, 8.3, 18.217, 13.788, 13.004, 10.223, 8.039, 9.09, 45.087, -2.11 
423.0, 51821.0, 8.0, 4648.9, 41.1, 40.33, 42.1, 58.8, 4.2, 17.687, nan, nan, nan, nan, 8.69, 45.179, -1.61 
2004.0, 53737.0, 586.0, 4905.3, 41.6, 40.52, 42.4, 13.0, 16.7, 18.449, nan, nan, nan, nan, 8.73, 45.024, -1.81 
732.0, 52221.0, 131.0, 3459.7, 41.1, 40.47, 30.9, 30.6, 5.0, 19.067, nan, nan, nan, nan, 9.11, 45.114, -2.09 
2296.0, 53735.0, 213.0, 6326.2, 41.9, 41.19, 103.2, 25.8, 15.0, 17.992, nan, nan, nan, nan, 8.87, 45.345, -1.63 
556.0, 51991.0, 472.0, 5591.5, 41.3, 40.09, 64.8, 21.1, 10.4, 16.951, 12.138, 11.418, 8.809, 6.897, 8.49, 44.992, -1.6 
1215.0, 52725.0, 463.0, 5874.6, 41.4, nan, 57.1, 57.0, 5.5, 18.291, nan, nan, nan, nan, 8.68, 45.328, -1.45 
793.0, 52370.0, 127.0, 4531.2, 41.0, nan, 24.6, 12.9, 5.0, 18.312, nan, nan, nan, nan, 8.18, 45.028, -1.25 
2137.0, 54206.0, 533.0, 5587.1, 42.0, 40.79, 45.4, 13.5, 56.8, 18.087, 13.9, 13.048, 10.16, 7.698, 8.57, 44.951, -1.72 
1592.0, 52990.0, 169.0, 6541.6, 42.3, 41.17, 57.9, 24.8, 27.9, 17.704, 12.432, 11.325, 8.535, 5.994, 8.97, 45.472, -1.6 
2233.0, 53845.0, 594.0, 6234.3, 41.3, 40.11, 67.9, 26.9, 9.2, 16.703, nan, nan, nan, nan, 8.61, 45.039, -1.67 
1959.0, 53440.0, 66.0, 5820.7, 42.4, 41.36, 119.2, 17.9, 49.7, 16.769, nan, nan, nan, nan, 8.69, 45.406, -1.38 
2789.0, 54555.0, 231.0, 4891.4, 41.3, 40.33, 64.5, 46.7, 9.3, 18.233, 13.098, 12.089, 9.484, 7.336, 8.45, 44.948, -1.6 
460.0, 51924.0, 300.0, 7517.0, 41.8, 41.12, 32.3, 24.6, 15.7, 18.52, 13.456, 12.501, 9.853, 7.339, 8.97, 45.262, -1.81 
575.0, 52319.0, 380.0, 4706.4, 41.1, 40.15, 58.8, 39.6, 6.6, 18.645, nan, nan, nan, nan, 8.69, 44.957, -1.83 
2776.0, 54554.0, 495.0, 5725.1, 42.0, 41.22, 58.3, 14.8, 28.9, 18.505, 13.456, 12.613, 10.098, 7.811, 8.83, 45.241, -1.69 
1166.0, 52751.0, 202.0, 5983.3, 41.2, 39.71, 69.1, 33.9, 10.5, 17.55, nan, nan, nan, nan, 8.51, 44.861, -1.75 
938.0, 52708.0, 159.0, 3293.4, 41.5, 40.48, 29.3, 36.6, 12.8, 18.264, 13.212, 12.593, 10.279, 7.896, 8.23, 45.096, -1.23 
942.0, 52703.0, 322.0, 5321.7, 42.6, 41.39, 61.1, 23.2, 29.2, 16.786, nan, nan, nan, nan, 8.85, 45.798, -1.16 
287.0, 52023.0, 401.0, 4557.9, 41.8, 40.76, 84.4, 26.3, 19.3, 18.426, nan, nan, nan, nan, 8.58, 45.168, -1.51 
1328.0, 52786.0, 351.0, 3838.8, 41.6, 40.98, 29.7, 4.9, 17.0, 18.732, nan, nan, nan, nan, 8.68, 45.068, -1.71 
1741.0, 53052.0, 560.0, 5663.5, 41.8, 40.5, 28.3, 29.5, 20.0, 18.134, nan, nan, nan, nan, 8.89, 45.165, -1.83 
2482.0, 54175.0, 56.0, 6432.0, 41.8, 40.4, 58.2, 19.7, 28.1, 18.381, nan, nan, nan, nan, 8.68, 45.041, -1.74 
346.0, 51693.0, 300.0, 4933.3, 41.9, 40.6, 85.0, 18.6, 15.0, 18.448, 13.269, 12.188, 9.598, 7.248, 8.57, 45.345, -1.33 
1999.0, 53503.0, 165.0, 4446.6, 41.7, 40.62, 67.4, 26.4, 8.6, 16.95, nan, nan, nan, nan, 8.49, 45.383, -1.21 
779.0, 52342.0, 134.0, 6444.2, 41.4, 40.44, 70.4, 22.6, 10.4, 18.165, nan, nan, nan, nan, 8.74, 45.084, -1.76 
2105.0, 53472.0, 436.0, 5703.9, 41.6, 40.39, 48.6, 8.0, 19.3, 18.652, nan, nan, nan, nan, 8.57, 44.974, -1.7 
2644.0, 54210.0, 475.0, 4947.3, 41.4, 40.33, 43.7, 27.0, 9.5, 18.012, nan, nan, nan, nan, 8.92, 45.084, -1.94 
2291.0, 53714.0, 131.0, 6638.8, 42.1, 40.61, 101.4, nan, 29.0, 18.045, nan, nan, nan, nan, 8.87, 45.258, -1.71 
1693.0, 53446.0, 110.0, 5368.8, 42.1, 40.87, 43.4, 13.4, 65.3, 18.854, 14.073, 13.319, 10.458, 7.855, 8.45, 44.966, -1.59 
1842.0, 53501.0, 291.0, 4339.3, 42.1, 41.07, 45.3, 21.2, 39.9, 18.412, nan, nan, nan, nan, 8.89, 45.169, -1.82 
1645.0, 53172.0, 109.0, 5738.3, 41.3, 40.74, 42.9, 28.2, 6.9, 18.867, nan, nan, nan, nan, 8.71, 45.155, -1.65 
2419.0, 54139.0, 237.0, 6284.2, 42.2, 41.35, 96.9, nan, 29.2, 17.822, 13.729, 12.558, 10.037, 8.059, 9.01, 45.429, -1.68 
1750.0, 53358.0, 168.0, 5630.2, 42.5, 41.33, 91.7, 35.9, 55.4, 17.68, nan, nan, nan, nan, 8.82, 45.467, -1.45 
1645.0, 53172.0, 618.0, 7557.4, 41.7, 40.64, 76.7, 6.8, 15.5, 18.726, nan, nan, nan, nan, 8.84, 45.205, -1.73 
1835.0, 54563.0, 54.0, 4623.7, 42.6, 41.35, 101.8, 67.1, 137.1, 17.663, 12.853, 11.908, 9.293, 6.648, 8.54, 45.167, -1.48 
2503.0, 53856.0, 555.0, 4135.8, 42.1, 41.08, 78.8, 48.2, 24.0, 17.964, nan, nan, nan, nan, 8.55, 45.419, -1.23 
2529.0, 54585.0, 469.0, 7142.8, 42.1, 41.13, 81.0, 26.9, 27.2, 17.733, 13.658, 12.639, 9.785, 7.057, 8.88, 45.32, -1.66 
1220.0, 52723.0, 324.0, 4506.7, 41.5, 39.97, 55.2, 19.9, 9.2, 18.682, nan, nan, nan, nan, 8.45, 45.24, -1.31 
1949.0, 53433.0, 70.0, 4698.6, 41.2, 40.23, 57.8, 24.3, 8.7, 18.28, nan, nan, nan, nan, 8.51, 44.929, -1.68 
624.0, 52377.0, 57.0, 6880.2, 41.2, nan, 63.3, 25.8, 8.2, 18.375, 13.762, 12.956, 10.668, 8.744, 8.67, 44.924, -1.85 
522.0, 52024.0, 408.0, 6833.0, 42.1, 40.96, 95.7, 43.1, 22.2, 17.448, nan, nan, nan, nan, 8.9, 45.419, -1.58 
554.0, 52000.0, 51.0, 5271.2, 41.5, 39.98, 42.8, 31.3, 18.9, 18.174, 12.484, 11.561, 9.103, 6.898, 9.0, 44.948, -2.15 
2431.0, 53818.0, 621.0, 6517.1, 42.0, 41.03, 35.3, 14.0, 72.1, 17.777, nan, nan, nan, nan, 9.16, 44.852, -2.41 
531.0, 52028.0, 8.0, 5731.8, 41.1, nan, 64.5, 30.2, 5.2, 18.631, 14.103, 13.38, 10.613, 8.404, 8.49, 45.059, -1.53 
1462.0, 53112.0, 64.0, 5483.7, 41.5, 40.51, 60.7, 52.7, 7.1, 17.475, nan, nan, nan, nan, 8.79, 45.33, -1.56 
1022.0, 52524.0, 22.0, 3872.4, 41.8, 40.82, 57.7, 17.4, 17.9, 18.639, nan, nan, nan, nan, 8.57, 45.231, -1.44 
476.0, 52314.0, 570.0, 7691.9, 42.2, 41.14, 174.0, 191.8, 51.7, 16.763, nan, nan, nan, nan, 8.92, 45.17, -1.85 
665.0, 52168.0, 597.0, 5983.4, 42.2, 41.13, 87.0, 18.6, 25.8, 16.793, nan, nan, nan, nan, 8.82, 45.399, -1.52 
2428.0, 53801.0, 461.0, 7011.5, 41.4, 40.97, 33.2, 19.4, 8.7, 19.101, 14.554, 13.835, 11.168, 8.684, 8.76, 45.115, -1.74 
1000.0, 52643.0, 618.0, 6887.9, 42.0, 40.95, 80.0, nan, 48.1, 18.306, nan, nan, nan, nan, 8.81, 45.022, -1.89 
2533.0, 54585.0, 133.0, 4961.1, 41.2, 40.59, 35.0, 23.5, 5.0, 18.744, 13.404, 12.509, 9.983, 8.184, 8.64, 45.199, -1.55 
828.0, 52317.0, 499.0, 6502.7, 41.6, 40.69, 56.9, 37.3, 12.0, 17.625, 13.189, 12.349, 9.526, 7.386, 8.71, 45.152, -1.66 
1941.0, 53386.0, 553.0, 4030.5, 41.8, 41.41, 43.2, 28.4, 21.4, 18.111, nan, nan, nan, nan, 8.47, 45.158, -1.42 
639.0, 52146.0, 8.0, 6424.5, 41.7, 40.97, 43.8, 46.7, 11.5, 18.247, nan, nan, nan, nan, 9.21, 45.323, -1.99 
1317.0, 52765.0, 349.0, 3927.7, 41.3, 40.38, 43.5, 7.1, 6.6, 18.068, nan, nan, nan, nan, 8.53, 45.138, -1.49 
455.0, 51909.0, 466.0, 4467.8, 42.5, 41.49, 57.6, 18.9, 101.1, 18.297, 13.503, 12.745, 9.83, 7.056, 8.7, 45.193, -1.6 
2774.0, 54534.0, 430.0, 6247.8, 42.0, 40.83, 70.3, 25.6, 11.6, 15.508, 10.796, 9.813, 7.257, 5.188, 8.98, 45.637, -1.44 
2116.0, 53854.0, 621.0, 6351.4, 41.3, 40.26, 60.6, 37.5, 15.4, 17.262, nan, nan, nan, nan, 8.61, 44.824, -1.88 
1871.0, 53384.0, 178.0, 5405.9, 41.7, 40.63, 66.2, 13.8, 12.1, 17.078, 12.233, 11.296, 8.47, 6.101, 8.63, 45.259, -1.47 
834.0, 52316.0, 361.0, 8480.3, 42.8, 41.83, 124.3, nan, 170.2, 17.549, 14.076, 12.869, 9.879, 7.58, 9.12, 45.247, -1.98 
1175.0, 52791.0, 31.0, 5082.1, 41.7, 40.56, 53.5, 16.8, 11.1, 16.387, 11.702, 10.859, 8.131, 6.114, 8.65, 45.281, -1.46 
366.0, 52017.0, 203.0, 4867.9, 42.3, 41.28, 79.8, nan, 46.4, 18.1, 14.209, 13.12, 10.57, 7.865, 8.65, 45.31, -1.44 
1790.0, 53876.0, 472.0, 4150.6, 40.7, 40.43, 21.4, 22.4, 1.7, 18.95, nan, nan, nan, nan, 8.97, 45.151, -1.92 
2110.0, 53467.0, 518.0, 5764.5, 42.4, 41.2, 128.5, 8.7, 52.7, 17.403, nan, nan, nan, nan, 8.7, 45.358, -1.44 
742.0, 52263.0, 332.0, 5405.2, 42.4, 41.4, 95.1, 7.5, 107.6, 18.737, nan, nan, nan, nan, 8.52, 45.079, -1.54 
2356.0, 53786.0, 431.0, 6880.4, 41.6, nan, 69.9, 23.8, 5.6, 17.442, nan, nan, nan, nan, 8.96, 45.539, -1.52 
516.0, 52017.0, 112.0, 5067.1, 42.1, 40.87, 78.5, 37.0, 15.5, 17.27, nan, nan, nan, nan, 8.66, 45.537, -1.23 
1309.0, 52762.0, 500.0, 3253.4, 41.6, nan, 49.6, 25.7, 12.7, 18.624, nan, nan, nan, nan, 8.12, 45.163, -1.06 
836.0, 52376.0, 69.0, 6889.6, 41.7, 40.67, 50.9, 6.9, 9.3, 17.931, nan, nan, nan, nan, 9.09, 45.415, -1.77 
1798.0, 53851.0, 559.0, 6975.8, 41.9, 40.87, 26.1, 10.1, 20.6, 18.389, nan, nan, nan, nan, 8.87, 45.28, -1.69 
2606.0, 54154.0, 44.0, 8060.2, 41.9, 41.16, 123.3, 16.9, 26.0, 18.519, nan, nan, nan, nan, 9.01, 45.142, -1.96 
901.0, 52641.0, 310.0, 6105.6, 41.9, 40.49, 67.4, 18.4, 13.7, 18.033, 12.832, 11.85, 9.23, 6.843, 8.77, 45.41, -1.46 
2110.0, 53467.0, 440.0, 7781.2, 41.9, 40.53, 112.7, 71.7, 26.0, 17.909, nan, nan, nan, nan, 8.92, 45.132, -1.89 
2499.0, 54176.0, 65.0, 4639.6, 41.5, nan, 34.4, 21.6, 8.6, 18.917, nan, nan, nan, nan, 9.01, 45.19, -1.93 
1438.0, 53054.0, 517.0, 7186.9, 41.8, 40.65, 70.3, 35.5, 15.0, 18.09, nan, nan, nan, nan, 8.94, 45.237, -1.8 
568.0, 52254.0, 603.0, 5731.8, 41.8, 40.58, 48.3, 18.5, 14.4, 17.882, nan, nan, nan, nan, 8.97, 45.284, -1.79 
652.0, 52138.0, 252.0, 4376.5, 41.9, 40.53, 75.2, 45.9, 16.5, 17.826, nan, nan, nan, nan, 8.62, 45.338, -1.38 
491.0, 51942.0, 402.0, 3062.8, 42.0, 40.68, 18.2, 4.5, 22.2, 18.076, 12.706, 11.676, 8.696, 6.352, 9.12, 45.291, -1.93 
1409.0, 52824.0, 289.0, 8657.2, 41.9, 40.27, 80.0, 24.0, 31.7, 18.679, 14.243, 13.196, 10.321, 7.949, 9.17, 45.099, -2.17 
266.0, 51630.0, 200.0, 6175.0, 41.7, 39.8, 53.9, 43.4, 20.7, 19.172, nan, nan, nan, nan, 8.21, 45.084, -1.23 
1594.0, 52992.0, 157.0, 6996.7, 41.9, 40.77, 84.6, nan, 10.2, 17.733, nan, nan, nan, nan, 9.13, 45.529, -1.7 
599.0, 52317.0, 158.0, 6724.0, 41.7, 40.47, 49.9, 22.3, 15.9, 18.768, nan, nan, nan, nan, 8.8, 45.153, -1.75 
2289.0, 53708.0, 130.0, 7917.9, 42.5, 41.59, 53.6, 25.4, 12.8, 15.59, nan, nan, nan, nan, 9.1, 46.016, -1.19 
555.0, 52266.0, 157.0, 3670.4, 41.8, 40.54, 48.3, 3.5, 41.8, 18.639, 14.237, 13.309, 10.628, 8.027, 8.46, 44.827, -1.73 
308.0, 51662.0, 43.0, 5617.6, 41.7, 40.03, 39.8, 35.9, 10.3, 17.605, 13.488, 12.614, 10.028, 7.73, 8.84, 45.393, -1.55 
463.0, 51908.0, 487.0, 4788.9, 41.7, 39.64, 67.3, 46.7, 9.1, 17.785, 13.072, 12.138, 9.431, 7.061, 8.62, 45.44, -1.28 
654.0, 52146.0, 143.0, 5399.9, 42.2, 41.19, 126.9, 51.2, 42.5, 18.116, nan, nan, nan, nan, 8.61, 45.203, -1.5 
433.0, 51873.0, 178.0, 6562.5, 41.3, 39.99, 37.7, 18.3, 8.8, 18.449, 13.813, 13.156, 10.551, 8.454, 8.64, 45.076, -1.67 
719.0, 52203.0, 219.0, 5323.9, 41.9, 40.64, 27.9, 17.0, 39.3, 18.325, nan, nan, nan, nan, 8.42, 44.984, -1.54 
1764.0, 53467.0, 208.0, 4183.1, 42.0, 40.41, 78.5, 5.8, 24.1, 18.104, nan, nan, nan, nan, 8.33, 45.273, -1.16 
1728.0, 53228.0, 191.0, 5917.1, 42.0, nan, 26.3, 17.4, 18.7, 18.311, 13.628, 12.861, 10.086, 7.726, 8.26, 45.431, -0.93 
1609.0, 53142.0, 481.0, 5515.5, 41.5, 40.28, 56.0, 35.6, 12.9, 18.54, nan, nan, nan, nan, 8.54, 45.06, -1.58 
2173.0, 53874.0, 478.0, 5368.8, 41.3, 40.7, 66.4, 44.5, 7.2, 18.682, 13.73, 12.688, 10.238, 7.888, 8.5, 45.113, -1.49 
1311.0, 52765.0, 91.0, 8362.5, 41.7, 39.55, 60.3, 10.8, 22.1, 18.596, nan, nan, nan, nan, 8.86, 45.029, -1.93 
1653.0, 53534.0, 515.0, 4661.2, 41.9, 40.07, 107.0, 59.5, 7.7, 16.57, 12.398, 11.438, 8.978, 7.005, 8.69, 45.624, -1.17 
2521.0, 54538.0, 5.0, 4161.9, 42.3, 41.0, 71.5, 9.0, 98.7, 18.14, 14.409, 13.221, 9.924, 7.153, 8.11, 44.968, -1.24 
1434.0, 53053.0, 322.0, 4213.8, 41.1, 39.15, 48.8, 70.7, 5.5, 18.506, nan, nan, nan, nan, 8.26, 45.038, -1.32 
2086.0, 53401.0, 380.0, 9073.0, 41.5, 40.23, 56.7, 31.3, 13.6, 18.801, 14.017, 13.212, 10.879, 8.363, 8.87, 45.08, -1.89 
2607.0, 54184.0, 178.0, 8079.3, 42.8, 41.63, 99.2, 35.7, 127.3, 18.206, nan, nan, nan, nan, 9.31, 45.321, -2.09 
1822.0, 53172.0, 308.0, 6041.2, 41.3, 40.08, 53.6, 44.1, 5.5, 16.866, 11.993, 11.301, 8.723, 6.402, 8.96, 45.228, -1.83 
1001.0, 52670.0, 168.0, 9080.0, 41.9, 40.5, 96.7, 15.4, 24.5, 17.002, nan, nan, nan, nan, 9.01, 45.123, -1.98 
2350.0, 53765.0, 161.0, 7513.6, 42.2, 41.09, 143.4, 57.5, 90.1, 18.311, nan, nan, nan, nan, 8.85, 44.959, -2.0 
2586.0, 54169.0, 451.0, 8121.4, 41.7, 40.74, 42.8, 27.2, 26.0, 16.349, nan, nan, nan, nan, 8.94, 44.912, -2.13 
1812.0, 53795.0, 213.0, 4258.1, 41.4, 40.11, 21.5, 11.1, 8.6, 19.006, 14.867, 14.07, 11.584, 8.538, 8.78, 45.142, -1.74 
1879.0, 54478.0, 395.0, 9731.1, 42.6, 41.59, 30.0, 9.2, 208.3, 18.593, 11.93, 10.655, 7.401, 4.684, 9.16, 44.915, -2.35 
833.0, 52314.0, 264.0, 2454.2, 42.0, 40.76, 58.0, 28.5, 59.5, 18.091, 12.71, 11.908, 9.276, 6.883, 7.67, 44.938, -0.83 
1846.0, 54173.0, 28.0, 7057.7, 41.8, 40.82, 60.6, 36.3, 10.8, 18.046, 13.244, 12.323, 9.575, 7.203, 9.08, 45.423, -1.76 
747.0, 52234.0, 354.0, 8799.5, 42.2, 40.96, 69.7, 8.7, 32.6, 17.776, nan, nan, nan, nan, 8.95, 45.325, -1.72 
758.0, 52253.0, 182.0, 5909.4, 41.5, 40.22, 79.5, 30.4, 14.5, 18.521, 13.886, 13.067, 10.966, 8.473, 8.7, 44.968, -1.83 
813.0, 52354.0, 607.0, 6126.5, 41.6, 40.46, 85.5, 33.2, 19.1, 18.884, 14.543, 13.686, 11.598, 8.733, 8.84, 44.991, -1.95 
855.0, 52375.0, 251.0, 6039.1, 41.5, 39.68, 74.3, 32.3, 13.3, 18.81, nan, nan, nan, nan, 8.7, 45.071, -1.73 
1796.0, 53884.0, 199.0, 5506.3, 41.6, 40.8, 77.8, 51.5, 6.7, 17.643, nan, nan, nan, nan, 8.86, 45.45, -1.51 
1435.0, 52996.0, 194.0, 6557.6, 42.6, 41.64, 84.1, 53.0, 105.0, 17.85, nan, nan, nan, nan, 9.34, 45.226, -2.22 
1177.0, 52824.0, 628.0, 6396.1, 41.6, 40.23, 70.6, 36.5, 17.6, 17.365, nan, nan, nan, nan, 8.76, 45.029, -1.83 
979.0, 52427.0, 295.0, 4394.3, 40.8, 39.32, 41.3, 28.4, 2.9, 17.223, 13.765, 12.989, 10.164, 7.943, 8.46, 44.999, -1.56 
1930.0, 53347.0, 346.0, 5283.0, 41.6, 40.34, 78.0, nan, 12.9, 17.951, 13.549, 12.612, 10.57, 8.958, 8.69, 45.178, -1.61 
1730.0, 53498.0, 604.0, 8014.1, 41.7, 39.93, 52.8, 19.3, 10.7, 18.426, 14.35, 13.426, 10.971, 8.136, 9.09, 45.368, -1.82 
2514.0, 53882.0, 150.0, 7561.4, 42.5, 41.5, 72.7, nan, 122.9, 18.455, nan, nan, nan, nan, 8.96, 45.092, -1.97 
388.0, 51793.0, 562.0, 5157.3, 42.2, 40.99, 85.6, 63.6, 39.6, 18.479, nan, nan, nan, nan, 8.55, 45.24, -1.41 
713.0, 52178.0, 474.0, 3923.8, 41.2, nan, 29.5, 18.3, 3.9, 18.503, nan, nan, nan, nan, 8.72, 45.261, -1.56 
408.0, 51821.0, 67.0, 4075.7, 41.8, 40.6, 20.7, 18.7, 25.9, 18.934, 14.106, 13.567, 11.404, 8.909, 8.84, 45.083, -1.85 
651.0, 52141.0, 72.0, 4272.9, 41.9, 40.67, 93.1, 28.8, 11.4, 16.972, nan, nan, nan, nan, 8.37, 45.534, -0.93 
339.0, 51692.0, 457.0, 7557.6, 42.2, 41.09, 35.4, 25.9, 56.9, 18.467, nan, nan, nan, nan, 8.65, 45.088, -1.67 
1449.0, 53116.0, 1.0, 4840.6, 42.1, 40.75, 111.6, 34.0, 33.4, 18.567, nan, nan, nan, nan, 8.43, 45.205, -1.32 
735.0, 52519.0, 234.0, 6037.7, 41.8, nan, 56.9, 16.2, 14.2, 19.046, nan, nan, nan, nan, 9.03, 45.276, -1.85 
525.0, 52295.0, 329.0, 8048.3, 41.6, 39.61, 86.9, 42.9, 17.9, 18.73, nan, nan, nan, nan, 8.82, 44.99, -1.93 
2363.0, 53763.0, 371.0, 7855.1, 42.7, 41.52, 70.9, nan, 65.9, 17.722, nan, nan, nan, nan, 9.31, 45.57, -1.84 
1842.0, 53501.0, 67.0, 5037.4, 42.1, nan, 111.9, 11.5, 15.3, 17.505, 13.364, 12.223, 9.581, 7.391, 8.58, 45.532, -1.15 
1981.0, 53463.0, 599.0, 7836.6, 41.8, 40.55, 83.1, 25.6, 36.9, 18.556, nan, nan, nan, nan, 8.71, 44.924, -1.89 
766.0, 52247.0, 488.0, 9046.7, 41.9, 40.83, 86.1, 20.7, 14.7, 18.352, 13.81, 12.878, 10.371, 8.21, 9.27, 45.399, -1.97 
1434.0, 53053.0, 541.0, 8672.3, 41.9, 40.85, 62.7, 11.5, 32.1, 18.619, nan, nan, nan, nan, 9.06, 45.088, -2.08 
2275.0, 53709.0, 586.0, 7092.8, 42.1, 41.17, 77.9, nan, 32.0, 18.486, 13.92, 12.886, 10.226, 7.71, 9.02, 45.277, -1.85 
2783.0, 54524.0, 397.0, 8314.3, 41.2, 40.08, 47.9, 59.4, 3.0, 17.905, nan, nan, nan, nan, 9.21, 45.392, -1.92 
903.0, 52400.0, 491.0, 6270.6, 41.3, 39.91, 84.9, 39.2, 13.6, 18.565, 14.218, 13.475, 11.296, 8.989, 8.79, 44.831, -2.06 
1744.0, 53055.0, 630.0, 5995.9, 42.4, 41.7, 38.1, 4.6, 4.8, 15.467, nan, nan, nan, nan, 9.54, 46.375, -1.27 
1236.0, 52751.0, 613.0, 5122.9, 40.9, nan, 16.3, 15.1, 3.5, 18.524, nan, nan, nan, nan, 8.83, 45.072, -1.86 
1811.0, 53533.0, 15.0, 4818.8, 42.3, 41.17, 97.5, nan, 32.7, 17.324, 13.255, 12.286, 9.756, 7.371, 8.79, 45.495, -1.4 
2784.0, 54529.0, 481.0, 7857.2, 41.9, 40.92, 45.8, 25.7, 17.5, 17.619, nan, nan, nan, nan, 8.88, 45.325, -1.65 
441.0, 51868.0, 21.0, 6251.3, 41.4, 40.5, 38.8, 45.1, 3.8, 17.939, 13.47, 12.636, 9.816, 7.62, 9.15, 45.497, -1.75 
813.0, 52354.0, 370.0, 7291.2, 41.5, 40.28, 61.9, 9.7, 9.6, 18.834, 14.435, 13.834, 11.141, 8.501, 8.59, 45.202, -1.49 
1211.0, 52964.0, 599.0, 6945.4, 42.0, 40.78, 89.5, 59.1, 24.1, 18.185, 12.743, 11.738, 9.205, 6.813, 9.14, 45.254, -1.98 
467.0, 51901.0, 42.0, 5608.0, 41.8, 40.96, 40.3, 19.0, 8.9, 17.682, nan, nan, nan, nan, 9.18, 45.486, -1.79 
829.0, 52296.0, 275.0, 7830.3, 41.6, 40.54, 72.3, 16.5, 10.3, 17.019, 11.959, 11.103, 8.461, 6.289, 8.9, 45.283, -1.71 
1750.0, 53358.0, 129.0, 7202.7, 41.2, 39.69, 19.6, 34.4, 3.7, 17.394, nan, nan, nan, nan, 8.88, 45.291, -1.69 
617.0, 52072.0, 529.0, 7720.8, 42.0, 40.88, 35.2, 18.6, 29.7, 18.514, nan, nan, nan, nan, 8.94, 45.225, -1.82 
768.0, 52281.0, 473.0, 4916.3, 42.2, 41.31, 124.0, 19.5, 21.0, 16.879, 11.987, 10.957, 8.474, 6.46, 8.51, 45.528, -1.08 
1872.0, 53386.0, 436.0, 3341.7, 41.6, 40.61, 73.3, 39.3, 19.2, 18.925, 14.893, 14.344, 11.352, 8.62, 7.67, 44.962, -0.81 
